cobranca_id,cliente_id,data_vencimento,data_pagamento,valor_cobranca,status_cobranca,tipo_cobranca,forma_pagamento,criado_em
97960,3960,11/08/2022 00:00,2022-08-21 00:00:00,4389.57,Paga,Mensal,boleto,44774
97961,7943,45103,2023-06-22,"2028,24",pago,mensalidade,pix,2023-06-16 00:00:00
97962,4101,2021-08-26,22/08/2021,2060.48,Paga,mensalidade,boleto,2021-08-16
97963,7898,18/01/2022,2022-01-26,795.15,Paga,upsell,pix,08/01/2022
97964,6844,28/01/2023 00:00,,91.78,em aberto,setup,boleto,18/01/2023 00:00
97965,1314,2022-01-29 00:00:00,,3268.20,aberta,mensalidade,,19/01/2022 00:00
97966,1718,14/11/2022,,"R$ 2083,00",aberta,Mensal,boleto,04/11/2022 00:00
97967,8543,44011,2020-07-03 00:00:00,"3438,14",pago,Mensal,,44001
97968,5663,2021-06-15 00:00:00,,"2318,39",aberta,upsell,,05/06/2021
97969,7587,2022-03-04,,"R$ 2660,00",atrasada,mensalidade,boleto,44614
97970,1124,23/09/2021 00:00,,"R$ 4391,00",em aberto,setup,,2021-09-13
97971,8402,45114,,"R$ 4042,00",atrasada,Mensal,pix,2023-06-27 00:00:00
97972,6163,44475,14/10/2021,"3020,28",paga,mensalidade,,26/09/2021
97973,3057,2020-02-05,01/02/2020 00:00,"3397,89",paga,Mensal,cartao,2020-01-26
97974,3229,2022-09-26,26/09/2022,3844.89,Paga,mensalidade,cartao,16/09/2022
97975,3402,2022-09-15 00:00:00,,1442.92,em aberto,mensalidade,cartao,2022-09-05
97976,8254,2023-11-12,,"1170,77",em aberto,setup,pix,2023-11-02 00:00:00
97977,5319,2021-09-21,2021-09-20 00:00:00,3427.45,Paga,upsell,,2021-09-11
97978,7009,03/07/2024,28/06/2024 00:00,"3301,68",pago,mensalidade,cartao,2024-06-23 00:00:00
97979,2415,09/09/2023 00:00,2023-09-04 00:00:00,4882.37,pago,setup,boleto,2023-08-30 00:00:00
97980,7280,27/09/2022,05/10/2022 00:00,"3800,83",pago,setup,boleto,17/09/2022 00:00
97981,5701,04/04/2023,45027,1610.05,Paga,upsell,cartao,45010
97982,4783,22/11/2023 00:00,2023-11-29,"R$ 4318,00",Paga,Mensal,cartao,12/11/2023 00:00
97983,2253,2023-05-17 00:00:00,2023-05-21 00:00:00,2727.99,paga,mensalidade,pix,07/05/2023
97984,2302,15/03/2024,45375,"1463,88",pago,mensalidade,,05/03/2024 00:00
97985,5537,2023-02-21,22/02/2023,"R$ 3964,00",Paga,setup,boleto,11/02/2023 00:00
97986,7898,44751,13/07/2022 00:00,"243,17",pago,upsell,boleto,29/06/2022 00:00
97987,3328,17/03/2021,44281,"R$ 3771,00",paga,upsell,cartao,2021-03-07 00:00:00
97988,4337,02/03/2022,44618,1368.97,pago,mensalidade,cartao,2022-02-20
97989,5151,06/07/2020,,"111,34",aberta,upsell,pix,26/06/2020 00:00
97990,3778,23/07/2023 00:00,2023-07-21,"R$ 1245,00",Paga,upsell,,13/07/2023 00:00
97991,7980,14/09/2023,19/09/2023,"2663,72",Paga,setup,boleto,2023-09-04 00:00:00
97992,5113,2023-07-29 00:00:00,28/07/2023,"4730,26",pago,setup,cartao,2023-07-19
97993,3263,07/06/2022 00:00,04/06/2022 00:00,"R$ 2036,00",pago,Mensal,boleto,2022-05-28
97994,3883,16/02/2022,2022-02-26,"4776,61",Paga,upsell,cartao,06/02/2022
97995,3135,2022-12-25 00:00:00,2022-12-20,"R$ 2916,00",pago,Mensal,boleto,44910
97996,6129,2024-02-10 00:00:00,2024-02-05 00:00:00,2787.45,Paga,Mensal,boleto,2024-01-31 00:00:00
97997,1131,2023-10-17,45215,345.02,paga,mensalidade,pix,2023-10-07
97998,6943,16/07/2020 00:00,,"2542,69",aberta,upsell,cartao,44018
97999,7586,22/09/2020,,"4284,71",em aberto,Mensal,pix,2020-09-12 00:00:00
98000,5343,2024-03-06 00:00:00,2024-03-04,"4673,83",Paga,setup,,25/02/2024 00:00
98001,1195,2023-10-23 00:00:00,,"4662,07",em aberto,mensalidade,,13/10/2023
98002,5773,2022-12-14 00:00:00,16/12/2022 00:00,1435.30,paga,Mensal,boleto,44899
98003,7572,44763,21/07/2022 00:00,256.91,Paga,setup,,2022-07-11
98004,1300,30/12/2023,45291,"2552,98",paga,mensalidade,,2023-12-20
98005,4082,16/07/2021 00:00,44391,4354.87,pago,mensalidade,pix,06/07/2021 00:00
98006,4765,14/05/2023,,"2671,72",aberta,Mensal,cartao,04/05/2023
98007,5678,03/06/2023 00:00,2023-06-01 00:00:00,"R$ 1747,00",Paga,Mensal,boleto,45070
98008,3906,17/02/2022 00:00,2022-02-25,"R$ 3572,00",paga,upsell,pix,2022-02-07 00:00:00
98009,2754,2021-03-19 00:00:00,2021-03-20 00:00:00,"405,99",Paga,mensalidade,,09/03/2021
98010,5230,2022-06-21,,"1576,24",aberta,setup,boleto,11/06/2022
98011,1679,44741,2022-06-25,"3505,97",pago,upsell,boleto,2022-06-19
98012,1298,44554,2022-01-01 00:00:00,3880.64,paga,mensalidade,,14/12/2021 00:00
98013,6561,45217,2023-10-19 00:00:00,4374.37,paga,setup,cartao,08/10/2023
98014,1548,04/08/2020 00:00,,"1344,74",aberta,upsell,,2020-07-25 00:00:00
98015,3516,2023-09-05 00:00:00,,"4584,83",aberta,upsell,boleto,2023-08-26
98016,3596,2023-06-07,2023-06-16 00:00:00,3817.04,paga,setup,cartao,28/05/2023 00:00
98017,6865,44013,44012,"R$ 3964,00",pago,setup,pix,44003
98018,6845,2023-09-12 00:00:00,,4382.26,em aberto,mensalidade,,45171
98019,8818,2023-05-07 00:00:00,2023-05-16,758.74,Paga,setup,boleto,2023-04-27 00:00:00
98020,3987,45103,02/07/2023 00:00,"R$ 4713,00",Paga,upsell,boleto,16/06/2023 00:00
98021,1789,11/11/2024,,4621.35,atrasada,setup,boleto,01/11/2024 00:00
98022,5526,01/04/2022,02/04/2022 00:00,"2915,58",pago,upsell,pix,2022-03-22
98023,4785,06/11/2024,,"R$ 3483,00",em aberto,mensalidade,boleto,45592
98024,7108,04/08/2022 00:00,,"R$ 3940,00",aberta,setup,,2022-07-25 00:00:00
98025,2557,03/05/2020 00:00,,"R$ 2941,00",aberta,Mensal,pix,2020-04-23 00:00:00
98026,1664,2022-02-13 00:00:00,,"R$ 2992,00",em aberto,mensalidade,cartao,44595
98027,8804,2021-02-11 00:00:00,2021-02-09,2599.83,paga,mensalidade,pix,2021-02-01
98028,5951,2024-09-22 00:00:00,,2276.12,atrasada,upsell,pix,2024-09-12 00:00:00
98029,1752,17/09/2023,45195,"1761,61",Paga,upsell,cartao,07/09/2023
98030,6743,2020-07-23 00:00:00,,"1524,86",atrasada,Mensal,boleto,2020-07-13
98031,1108,2022-01-11,44571,4431.93,pago,Mensal,,01/01/2022
98032,8194,12/09/2020,,"R$ 1435,00",atrasada,mensalidade,cartao,02/09/2020
98033,1960,08/01/2023 00:00,09/01/2023 00:00,"4578,46",Paga,upsell,pix,44924
98034,2361,29/12/2022,,"R$ 4336,00",em aberto,upsell,boleto,19/12/2022 00:00
98035,8835,44615,18/02/2022 00:00,"R$ 3903,00",Paga,Mensal,pix,2022-02-13 00:00:00
98036,2874,13/08/2024 00:00,2024-08-17,1640.49,paga,Mensal,cartao,2024-08-03 00:00:00
98037,7187,14/09/2020 00:00,,"1141,59",aberta,upsell,cartao,2020-09-04 00:00:00
98038,8517,2023-05-23 00:00:00,,"4213,36",aberta,Mensal,,2023-05-13 00:00:00
98039,3167,08/04/2023 00:00,10/04/2023,"1208,08",Paga,upsell,cartao,45014
98040,5173,2020-05-01 00:00:00,43962,"4192,87",Paga,Mensal,boleto,21/04/2020
98041,5294,18/05/2021 00:00,14/05/2021,"R$ 807,00",Paga,upsell,cartao,2021-05-08
98042,4787,30/03/2024,45387,1989.85,paga,setup,pix,20/03/2024 00:00
98043,5002,2024-06-15 00:00:00,45458,1465.82,pago,Mensal,cartao,2024-06-05 00:00:00
98044,8336,2022-08-26 00:00:00,,"R$ 2111,00",aberta,Mensal,cartao,16/08/2022
98045,8470,13/11/2020 00:00,20/11/2020,"R$ 4898,00",pago,upsell,pix,2020-11-03 00:00:00
98046,7468,2023-08-03,2023-08-08 00:00:00,4003.35,paga,mensalidade,pix,45131
98047,7106,2022-12-31 00:00:00,2022-12-30 00:00:00,"1256,41",pago,setup,cartao,44916
98048,4197,2022-10-10,44843,"R$ 2907,00",paga,Mensal,,2022-09-30 00:00:00
98049,1676,44840,,3436.96,atrasada,setup,,2022-09-26 00:00:00
98050,2258,2023-06-07 00:00:00,2023-06-12 00:00:00,"R$ 1867,00",pago,setup,cartao,2023-05-28
98051,4289,2021-07-25 00:00:00,,2050.26,em aberto,mensalidade,pix,2021-07-15 00:00:00
98052,1219,2023-03-26 00:00:00,2023-04-01,"R$ 4607,00",Paga,upsell,pix,45001
98053,5866,43927,43937,"3113,26",Paga,Mensal,,2020-03-27 00:00:00
98054,7775,2020-08-03,2020-07-30 00:00:00,1451.85,Paga,mensalidade,cartao,44036
98055,5180,16/09/2023 00:00,,"4701,80",atrasada,upsell,pix,2023-09-06 00:00:00
98056,2657,2020-02-09 00:00:00,12/02/2020,"1170,09",paga,upsell,,2020-01-30
98057,5626,2024-05-04 00:00:00,,"R$ 507,00",atrasada,Mensal,cartao,2024-04-24 00:00:00
98058,3881,2021-09-26,30/09/2021,"63,74",paga,upsell,boleto,16/09/2021
98059,2176,2020-11-26,,"R$ 3933,00",atrasada,upsell,,44151
98060,7571,2022-05-08,2022-05-16 00:00:00,"2497,27",pago,setup,boleto,2022-04-28
98061,8641,2022-08-16,,"1102,17",aberta,upsell,cartao,2022-08-06
98062,8655,05/10/2024,,1230.38,em aberto,Mensal,,45560
98063,5453,44807,2022-09-04,"R$ 1599,00",Paga,setup,,24/08/2022 00:00
98064,6782,2021-06-13,,"R$ 65,00",em aberto,setup,,03/06/2021 00:00
98065,7611,2020-10-24 00:00:00,2020-11-02,"822,74",pago,upsell,boleto,2020-10-14
98066,2425,27/10/2022,,"3578,91",atrasada,upsell,cartao,2022-10-17 00:00:00
98067,3913,2024-09-20 00:00:00,,"3485,63",aberta,setup,cartao,10/09/2024
98068,2880,2020-01-02,43841,"3202,64",Paga,upsell,cartao,2019-12-23 00:00:00
98069,4794,45159,28/08/2023,"R$ 2913,00",paga,upsell,pix,2023-08-11 00:00:00
98070,3789,2021-02-23,,"1885,26",aberta,setup,boleto,2021-02-13
98071,2864,2020-12-11,,"1065,64",em aberto,mensalidade,cartao,2020-12-01
98072,2893,44394,2021-07-15,"R$ 1433,00",pago,Mensal,pix,2021-07-07
98073,4381,2022-02-08,44595,"R$ 2644,00",Paga,mensalidade,boleto,29/01/2022 00:00
98074,2094,43949,2020-04-24,"3232,36",paga,upsell,cartao,2020-04-18 00:00:00
98075,8589,44006,02/07/2020 00:00,"1161,53",Paga,upsell,cartao,2020-06-14 00:00:00
98076,4388,2024-06-30 00:00:00,02/07/2024,"R$ 4126,00",pago,Mensal,boleto,45463
98077,1031,45360,45357,3709.60,pago,setup,pix,45350
98078,2782,2020-06-06 00:00:00,06/06/2020,"R$ 3668,00",pago,Mensal,,2020-05-27 00:00:00
98079,3795,19/07/2022 00:00,2022-07-16 00:00:00,3099.57,pago,mensalidade,cartao,09/07/2022 00:00
98080,3618,44279,2021-03-19,"3001,32",Paga,upsell,cartao,44269
98081,3588,44236,2021-02-07 00:00:00,"R$ 2959,00",paga,Mensal,pix,44226
98082,8953,09/07/2021,06/07/2021 00:00,1651.56,Paga,upsell,,44376
98083,8954,14/03/2020 00:00,19/03/2020,2240.03,paga,mensalidade,pix,2020-03-04
98084,5325,01/12/2023 00:00,45260,"R$ 612,00",pago,mensalidade,,21/11/2023
98085,3272,01/12/2022,01/12/2022,"R$ 3627,00",pago,Mensal,cartao,44886
98086,4671,2024-01-26 00:00:00,,4978.04,em aberto,setup,pix,2024-01-16 00:00:00
98087,2288,20/01/2022,2022-01-24 00:00:00,2683.62,pago,upsell,cartao,10/01/2022
98088,7670,24/04/2024 00:00,,"4772,19",atrasada,Mensal,,2024-04-14 00:00:00
98089,8779,45096,24/06/2023,"R$ 303,00",Paga,setup,cartao,45086
98090,7115,2022-09-21 00:00:00,28/09/2022 00:00,"4419,48",paga,Mensal,pix,11/09/2022
98091,6369,22/07/2020,,"3457,06",aberta,Mensal,boleto,12/07/2020 00:00
98092,6389,44225,2021-02-07,4366.50,pago,mensalidade,,19/01/2021
98093,5213,13/08/2023 00:00,,"R$ 2209,00",em aberto,upsell,boleto,03/08/2023 00:00
98094,6740,2022-11-13,,"3461,66",em aberto,Mensal,,44868
98095,7630,23/01/2020 00:00,,"R$ 1329,00",aberta,Mensal,pix,2020-01-13 00:00:00
98096,7392,17/11/2020 00:00,44155,"R$ 3457,00",Paga,setup,,2020-11-07
98097,2233,2021-11-27,23/11/2021,"R$ 2359,00",paga,Mensal,cartao,17/11/2021
98098,7142,2021-04-10,,360.04,aberta,setup,cartao,2021-03-31
98099,1585,16/07/2021 00:00,,74.89,atrasada,upsell,boleto,06/07/2021
98100,7636,03/09/2024,,"1489,20",atrasada,setup,cartao,24/08/2024
98101,5412,2020-10-28,29/10/2020 00:00,"R$ 3904,00",Paga,setup,cartao,2020-10-18 00:00:00
98102,3185,2020-04-21,28/04/2020,"4360,84",pago,Mensal,,11/04/2020
98103,4203,2022-10-12 00:00:00,,"R$ 4233,00",em aberto,setup,cartao,2022-10-02
98104,7223,45458,,"R$ 373,00",aberta,upsell,cartao,05/06/2024 00:00
98105,2419,2024-06-22,2024-06-18 00:00:00,4066.46,pago,setup,cartao,12/06/2024 00:00
98106,2126,08/05/2024 00:00,45423,"2688,30",pago,setup,boleto,28/04/2024
98107,7862,44885,2022-11-16,3323.70,Paga,upsell,pix,2022-11-10
98108,6411,2021-03-24 00:00:00,2021-03-27,"R$ 4521,00",Paga,setup,boleto,2021-03-14 00:00:00
98109,8974,45229,2023-11-03,"3840,88",pago,setup,,45219
98110,2201,44926,44921,3090.51,paga,upsell,pix,2022-12-21
98111,4187,20/08/2024,15/08/2024 00:00,"R$ 4592,00",Paga,mensalidade,,2024-08-10
98112,6038,18/04/2020,20/04/2020 00:00,"R$ 4438,00",paga,Mensal,,08/04/2020
98113,4265,01/05/2022,,"4034,78",atrasada,mensalidade,pix,21/04/2022
98114,5414,01/06/2023,2023-06-09 00:00:00,201.90,paga,setup,cartao,45068
98115,3042,44467,30/09/2021 00:00,3958.47,Paga,Mensal,,2021-09-18
98116,5995,2023-01-04 00:00:00,,"1971,75",em aberto,setup,pix,44920
98117,2379,09/03/2024,14/03/2024 00:00,"3132,07",pago,setup,,2024-02-28 00:00:00
98118,5842,45623,07/12/2024 00:00,930.64,pago,setup,,45613
98119,3867,2021-11-29,44524,1541.48,pago,upsell,,44519
98120,5701,24/09/2021,02/10/2021 00:00,2834.06,pago,mensalidade,boleto,2021-09-14 00:00:00
98121,8512,08/02/2022,2022-02-17 00:00:00,4794.91,paga,setup,pix,2022-01-29 00:00:00
98122,2919,45367,,3207.90,atrasada,upsell,boleto,06/03/2024 00:00
98123,1290,45164,2023-09-01 00:00:00,1726.98,Paga,mensalidade,boleto,45154
98124,6341,2024-06-29,02/07/2024 00:00,"R$ 822,00",Paga,mensalidade,boleto,2024-06-19
98125,4684,2024-09-18,,4202.54,atrasada,setup,boleto,2024-09-08 00:00:00
98126,5127,03/10/2020,11/10/2020 00:00,"R$ 3693,00",paga,mensalidade,boleto,23/09/2020 00:00
98127,7855,44793,,"R$ 2262,00",atrasada,mensalidade,pix,44783
98128,3623,09/03/2024,,"1833,54",aberta,Mensal,boleto,28/02/2024 00:00
98129,1360,20/02/2023,2023-02-26,3464.92,paga,Mensal,cartao,2023-02-10 00:00:00
98130,5303,2022-04-15 00:00:00,10/04/2022,"814,81",Paga,setup,,05/04/2022
98131,2599,08/01/2021,44204,3068.81,Paga,mensalidade,pix,29/12/2020
98132,7667,2021-08-14,2021-08-17 00:00:00,"R$ 2817,00",pago,upsell,boleto,04/08/2021 00:00
98133,5647,2024-06-21 00:00:00,18/06/2024,"4276,12",paga,Mensal,boleto,2024-06-11 00:00:00
98134,8449,07/08/2020 00:00,,"4165,20",aberta,mensalidade,,28/07/2020 00:00
98135,6269,44672,,"1834,91",em aberto,setup,pix,11/04/2022 00:00
98136,6288,16/07/2020,2020-07-24,"4585,85",Paga,mensalidade,boleto,2020-07-06 00:00:00
98137,7000,45114,2023-07-09,"R$ 4393,00",pago,Mensal,,2023-06-27 00:00:00
98138,7522,2022-05-26,27/05/2022,4440.96,Paga,upsell,,44697
98139,8008,28/03/2020 00:00,2020-03-29,2455.96,Paga,setup,cartao,18/03/2020
98140,3981,12/05/2022 00:00,09/05/2022,"133,74",Paga,setup,,2022-05-02
98141,7453,2022-01-28 00:00:00,04/02/2022,"1961,71",Paga,setup,pix,2022-01-18 00:00:00
98142,4615,26/01/2024 00:00,2024-01-23,"R$ 2503,00",paga,mensalidade,cartao,2024-01-16
98143,4250,2020-06-23,,"R$ 2004,00",aberta,upsell,pix,2020-06-13
98144,7647,44712,28/05/2022 00:00,"79,80",paga,mensalidade,cartao,44702
98145,1069,2024-02-09,45327,"R$ 2432,00",paga,mensalidade,pix,2024-01-30 00:00:00
98146,5047,2021-03-28 00:00:00,2021-03-26 00:00:00,"R$ 824,00",pago,Mensal,cartao,44273
98147,7953,06/05/2020,2020-05-14 00:00:00,"R$ 3288,00",paga,setup,pix,43947
98148,4745,2022-05-24,2022-05-26,3088.30,paga,setup,boleto,2022-05-14
98149,6827,22/12/2023 00:00,22/12/2023 00:00,"R$ 2837,00",pago,setup,pix,12/12/2023
98150,8128,20/11/2023,15/11/2023,1431.50,pago,Mensal,pix,10/11/2023 00:00
98151,7965,20/11/2022 00:00,25/11/2022 00:00,"R$ 3722,00",pago,setup,boleto,10/11/2022
98152,2436,2023-06-01,45079,3936.18,Paga,upsell,,2023-05-22
98153,2992,2024-06-30 00:00:00,2024-07-09,"1200,81",paga,mensalidade,pix,20/06/2024 00:00
98154,5509,01/05/2023 00:00,,3411.64,aberta,setup,cartao,45037
98155,7412,43990,16/06/2020 00:00,"R$ 1595,00",Paga,Mensal,boleto,29/05/2020
98156,2777,2020-06-01 00:00:00,,4620.93,aberta,Mensal,cartao,2020-05-22 00:00:00
98157,6220,28/11/2020,,"R$ 978,00",em aberto,upsell,cartao,18/11/2020 00:00
98158,2511,45602,08/11/2024,1404.37,pago,mensalidade,cartao,27/10/2024
98159,3700,2024-10-02 00:00:00,,"3922,43",aberta,Mensal,cartao,22/09/2024
98160,8182,01/06/2021,07/06/2021 00:00,"2898,43",pago,mensalidade,pix,22/05/2021 00:00
98161,8740,12/01/2020 00:00,43840,"R$ 1333,00",paga,upsell,boleto,02/01/2020
98162,5379,2022-12-04,2022-12-08 00:00:00,"R$ 3777,00",pago,upsell,boleto,2022-11-24 00:00:00
98163,6998,12/11/2024 00:00,13/11/2024,"4924,06",pago,Mensal,,2024-11-02 00:00:00
98164,3812,2024-01-16 00:00:00,25/01/2024,"3864,57",pago,mensalidade,cartao,2024-01-06 00:00:00
98165,1047,27/04/2022 00:00,,1363.69,aberta,Mensal,,17/04/2022
98166,3387,2021-04-28,06/05/2021,1309.17,paga,Mensal,,2021-04-18
98167,5002,2024-03-06,,"4916,34",em aberto,upsell,pix,2024-02-25
98168,3641,45358,45362,1595.09,paga,upsell,boleto,45348
98169,5329,2020-11-29,2020-12-05,"2692,96",pago,mensalidade,boleto,44154
98170,1091,10/05/2022,14/05/2022,2924.43,paga,setup,pix,30/04/2022
98171,2164,44026,23/07/2020 00:00,"R$ 2861,00",paga,Mensal,pix,2020-07-04 00:00:00
98172,4262,2021-01-11 00:00:00,2021-01-18 00:00:00,"74,81",Paga,Mensal,,01/01/2021 00:00
98173,1893,45234,2023-11-09 00:00:00,"R$ 4338,00",paga,upsell,pix,2023-10-25 00:00:00
98174,3176,2020-11-07 00:00:00,,"R$ 2491,00",atrasada,Mensal,pix,2020-10-28
98175,7827,2020-05-31 00:00:00,,"4937,78",aberta,upsell,cartao,2020-05-21 00:00:00
98176,2055,44233,12/02/2021,"R$ 2863,00",Paga,mensalidade,pix,2021-01-27 00:00:00
98177,6312,2022-03-09 00:00:00,44638,"R$ 2951,00",Paga,Mensal,,27/02/2022 00:00
98178,7672,2023-09-22 00:00:00,,"367,46",aberta,setup,boleto,12/09/2023 00:00
98179,2553,12/06/2024,,"4751,64",atrasada,setup,boleto,45445
98180,7279,44587,,1873.70,em aberto,mensalidade,,2022-01-16
98181,4721,22/05/2020,43976,"792,81",pago,setup,pix,12/05/2020 00:00
98182,3328,45342,2024-02-23,1886.01,paga,mensalidade,boleto,2024-02-10 00:00:00
98183,3223,45328,2024-02-06 00:00:00,"R$ 1158,00",paga,setup,,45318
98184,1050,2020-07-06,2020-07-11 00:00:00,"1060,35",Paga,setup,pix,2020-06-26
98185,3653,2024-05-20,2024-05-28 00:00:00,3588.56,paga,Mensal,,45422
98186,8740,07/02/2022 00:00,13/02/2022,4585.55,pago,mensalidade,pix,28/01/2022 00:00
98187,1915,21/11/2020 00:00,24/11/2020,"4110,09",Paga,Mensal,cartao,11/11/2020 00:00
98188,7780,2024-07-13,,"R$ 2310,00",atrasada,Mensal,pix,03/07/2024
98189,2558,10/08/2020 00:00,10/08/2020,"3498,02",paga,upsell,boleto,2020-07-31 00:00:00
98190,6733,2023-09-11 00:00:00,2023-09-07 00:00:00,"68,86",paga,upsell,,2023-09-01 00:00:00
98191,7057,45609,2024-11-13 00:00:00,"R$ 3619,00",Paga,mensalidade,boleto,2024-11-03
98192,2514,14/05/2024 00:00,19/05/2024 00:00,"3762,03",paga,upsell,pix,04/05/2024
98193,2200,2024-05-04 00:00:00,07/05/2024 00:00,"2034,33",pago,upsell,pix,24/04/2024
98194,3495,2023-05-27 00:00:00,2023-06-06,"R$ 687,00",Paga,upsell,pix,45063
98195,6458,2020-10-11,,"3249,88",em aberto,upsell,cartao,2020-10-01 00:00:00
98196,5689,12/09/2024 00:00,2024-09-16 00:00:00,"2244,88",Paga,upsell,boleto,2024-09-02
98197,5674,2020-02-15,,"R$ 1724,00",em aberto,Mensal,pix,43866
98198,6821,2020-07-15 00:00:00,21/07/2020,497.94,paga,upsell,cartao,05/07/2020
98199,3402,2021-08-19,,2824.46,em aberto,Mensal,cartao,2021-08-09
98200,2789,10/02/2021 00:00,09/02/2021 00:00,"R$ 3321,00",pago,setup,boleto,31/01/2021
98201,5355,44604,16/02/2022 00:00,"R$ 2422,00",pago,setup,pix,02/02/2022 00:00
98202,7252,2022-12-03 00:00:00,,2071.22,em aberto,setup,pix,2022-11-23
98203,2001,2020-10-07 00:00:00,2020-10-04 00:00:00,1447.91,paga,mensalidade,boleto,2020-09-27 00:00:00
98204,3373,04/01/2024 00:00,30/12/2023,918.62,paga,Mensal,boleto,25/12/2023 00:00
98205,2922,20/04/2020,25/04/2020 00:00,1682.23,pago,upsell,boleto,10/04/2020 00:00
98206,7533,07/07/2023 00:00,45123,4118.80,Paga,setup,boleto,45104
98207,6542,43872,,"4975,30",em aberto,upsell,cartao,01/02/2020 00:00
98208,3086,12/02/2020,19/02/2020 00:00,"1567,43",paga,Mensal,pix,2020-02-02 00:00:00
98209,8989,27/08/2021 00:00,2021-09-03,4701.78,paga,upsell,boleto,17/08/2021 00:00
98210,6372,43947,43948,"R$ 3154,00",pago,setup,,16/04/2020 00:00
98211,1497,2020-03-24,,"1766,47",aberta,setup,cartao,14/03/2020
98212,6212,45548,,"R$ 3618,00",atrasada,mensalidade,,03/09/2024
98213,6551,03/03/2023,2023-03-04 00:00:00,"R$ 385,00",paga,mensalidade,,2023-02-21
98214,4362,2023-02-21 00:00:00,21/02/2023,"1791,43",pago,mensalidade,boleto,2023-02-11 00:00:00
98215,2083,08/10/2021 00:00,05/10/2021 00:00,"1542,23",paga,Mensal,cartao,2021-09-28
98216,3357,2022-06-18 00:00:00,,"R$ 1222,00",atrasada,setup,cartao,44720
98217,1092,44624,,"R$ 4089,00",em aberto,upsell,boleto,2022-02-22
98218,5500,24/07/2024 00:00,,2593.12,atrasada,setup,pix,14/07/2024
98219,8605,2022-03-13,12/03/2022,1118.04,paga,upsell,,03/03/2022
98220,8839,2021-04-19,44304,"1198,16",Paga,setup,cartao,2021-04-09 00:00:00
98221,5921,2021-11-20,16/11/2021,"R$ 4012,00",Paga,setup,,10/11/2021 00:00
98222,1841,44541,06/12/2021 00:00,3593.38,paga,Mensal,,01/12/2021 00:00
98223,1567,27/12/2023,,"3003,63",em aberto,Mensal,,2023-12-17
98224,5772,24/02/2020 00:00,,"381,10",atrasada,Mensal,cartao,2020-02-14
98225,2337,2020-06-30,27/06/2020 00:00,3033.29,pago,upsell,cartao,44002
98226,6761,2022-04-06,44664,2333.68,pago,setup,,44647
98227,8241,2022-05-31 00:00:00,44720,4945.71,pago,setup,,21/05/2022 00:00
98228,4997,2021-07-07,12/07/2021 00:00,1139.89,pago,Mensal,cartao,2021-06-27 00:00:00
98229,6774,2022-12-08 00:00:00,16/12/2022 00:00,700.65,paga,upsell,boleto,28/11/2022 00:00
98230,2618,09/08/2021 00:00,44414,"3116,13",paga,upsell,cartao,2021-07-30 00:00:00
98231,6273,18/04/2024 00:00,2024-04-24,"2874,99",paga,Mensal,boleto,08/04/2024 00:00
98232,5717,01/11/2022,,"4662,37",em aberto,Mensal,boleto,2022-10-22 00:00:00
98233,6380,45355,2024-03-10,"R$ 3597,00",paga,upsell,boleto,2024-02-23
98234,2745,08/07/2022 00:00,,3400.17,em aberto,mensalidade,boleto,2022-06-28 00:00:00
98235,3059,07/07/2021 00:00,2021-07-09,659.63,pago,upsell,pix,2021-06-27
98236,6037,44887,,"3073,41",aberta,upsell,,2022-11-12
98237,5766,16/01/2024 00:00,,"3961,99",aberta,upsell,pix,2024-01-06 00:00:00
98238,7022,03/07/2021 00:00,2021-07-07,"2794,66",paga,mensalidade,boleto,23/06/2021
98239,2672,30/04/2024 00:00,27/04/2024 00:00,"745,10",paga,setup,boleto,2024-04-20
98240,8277,44554,,"R$ 3599,00",em aberto,Mensal,cartao,44544
98241,7079,2023-07-28 00:00:00,45145,4470.92,pago,Mensal,cartao,2023-07-18 00:00:00
98242,2987,2023-10-22 00:00:00,,"R$ 453,00",aberta,upsell,pix,2023-10-12 00:00:00
98243,2346,45087,07/06/2023,"R$ 4324,00",pago,mensalidade,pix,2023-05-31 00:00:00
98244,5619,2022-02-03,2022-02-10,"R$ 3753,00",paga,setup,pix,24/01/2022 00:00
98245,4538,44241,,3897.87,aberta,setup,pix,04/02/2021
98246,5852,2022-07-18,28/07/2022 00:00,1776.62,paga,Mensal,pix,2022-07-08 00:00:00
98247,5104,27/10/2023,2023-10-22 00:00:00,"1586,41",Paga,upsell,pix,17/10/2023
98248,3970,17/09/2024,19/09/2024,"R$ 2644,00",paga,mensalidade,boleto,2024-09-07 00:00:00
98249,3921,44543,,"R$ 3981,00",aberta,setup,pix,44533
98250,5960,09/05/2024,,2902.33,em aberto,upsell,pix,29/04/2024 00:00
98251,4918,2021-08-05 00:00:00,12/08/2021,250.76,paga,upsell,,26/07/2021 00:00
98252,1057,2022-04-06,,"R$ 2381,00",atrasada,setup,,2022-03-27
98253,5342,28/03/2024,,4349.49,aberta,mensalidade,pix,18/03/2024
98254,7141,31/10/2022 00:00,,"R$ 1016,00",atrasada,mensalidade,pix,44855
98255,5767,2024-08-07 00:00:00,45517,3162.58,Paga,setup,boleto,2024-07-28 00:00:00
98256,7176,44037,,"1148,18",aberta,upsell,,15/07/2020 00:00
98257,4621,26/08/2022 00:00,2022-08-27,"1177,73",pago,Mensal,boleto,2022-08-16 00:00:00
